Município,UF,chave,cd_mun,status
Brejinho de Nazaré,TO,BREJINHO DE NAZARE/TO,1703701,OK
São João da Ponte,MG,SAO JOAO DA PONTE/MG,3162401,OK
Poranga,CE,PORANGA/CE,2311009,OK
Igaci,AL,IGACI/AL,2703106,OK
Junco do Maranhão,MA,JUNCO DO MARANHAO/MA,2105658,OK
Gandu,BA,GANDU/BA,2911204,OK
Juruti,PA,JURUTI/PA,1503903,OK
Miracema do Tocantins,TO,MIRACEMA DO TOCANTINS/TO,1713205,OK
Porto Calvo,AL,PORTO CALVO/AL,2707305,OK
Barreirinhas,MA,BARREIRINHAS/MA,2101707,OK
Ilha de Itamaracá,PE,ILHA DE ITAMARACA/PE,2607604,OK
Xambioá,TO,XAMBIOA/TO,1722107,OK
Marilac,MG,MARILAC/MG,3140100,OK
Itinga do Maranhão,MA,ITINGA DO MARANHAO/MA,2105427,OK
Ibicuitinga,CE,IBICUITINGA/CE,2305332,OK
Santa Filomena do Maranhão,MA,SANTA FILOMENA DO MARANHAO/MA,2109759,OK
Pimenteiras,PI,PIMENTEIRAS/PI,2208106,OK
Brejo do Piauí,PI,BREJO DO PIAUI/PI,2201988,OK
Algodão de Jandaíra,PB,ALGODAO DE JANDAIRA/PB,2500577,OK
Santa Quitéria do Maranhão,MA,SANTA QUITERIA DO MARANHAO/MA,2110104,OK
Almeirim,PA,ALMEIRIM/PA,1500503,OK
Santa Rosa do Tocantins,TO,SANTA ROSA DO TOCANTINS/TO,1718907,OK
Cândido de Abreu,PR,CANDIDO DE ABREU/PR,4104402,OK
Quijingue,BA,QUIJINGUE/BA,2925907,OK
Ouro Branco,AL,OURO BRANCO/AL,2706109,OK
Colônia Leopoldina,AL,COLONIA LEOPOLDINA/AL,2702108,OK
Ibateguara,AL,IBATEGUARA/AL,2703007,OK
Jaú do Tocantins,TO,JAU DO TOCANTINS/TO,1711506,OK
Senador Modestino Gonçalves,MG,SENADOR MODESTINO GONCALVES/MG,3165909,OK
Rafael Jambeiro,BA,RAFAEL JAMBEIRO/BA,2925956,OK
Fagundes,PB,FAGUNDES/PB,2506103,OK
Jacaraú,PB,JACARAU/PB,2507309,OK
Cristalândia,TO,CRISTALANDIA/TO,1706100,OK
Várzea Nova,BA,VARZEA NOVA/BA,2933158,OK
Olho d'Água Grande,AL,OLHO D AGUA GRANDE/AL,2705903,OK
Cruz Machado,PR,CRUZ MACHADO/PR,4106803,OK
Curaçá,BA,CURACA/BA,2909901,OK
Matupá,MT,MATUPA/MT,5105606,OK
Aquiraz,CE,AQUIRAZ/CE,2301000,OK
Monte das Gameleiras,RN,MONTE DAS GAMELEIRAS/RN,2407906,OK
Conceição do Jacuípe,BA,CONCEICAO DO JACUIPE/BA,2908507,OK
São Sebastião da Boa Vista,PA,SAO SEBASTIAO DA BOA VISTA/PA,1507706,OK
Vila Valério,ES,VILA VALERIO/ES,3205176,OK
Francisco Badaró,MG,FRANCISCO BADARO/MG,3126505,OK
São Miguel do Tapuio,PI,SAO MIGUEL DO TAPUIO/PI,2210409,OK
Cardeal da Silva,BA,CARDEAL DA SILVA/BA,2907004,OK
São Domingos,BA,SAO DOMINGOS/BA,2928950,OK
Aragominas,TO,ARAGOMINAS/TO,1701309,OK
Antônio João,MS,ANTONIO JOAO/MS,5000906,OK
São José do Rio Claro,MT,SAO JOSE DO RIO CLARO/MT,5107305,OK
Caravelas,BA,CARAVELAS/BA,2906907,OK
Valença,BA,VALENCA/BA,2932903,OK
Abel Figueiredo,PA,ABEL FIGUEIREDO/PA,1500131,OK
Afonso Bezerra,RN,AFONSO BEZERRA/RN,2400307,OK
Santanópolis,BA,SANTANOPOLIS/BA,2928307,OK
Tanhaçu,BA,TANHACU/BA,2931004,OK
Silves,AM,SILVES/AM,1304005,OK
Campanário,MG,CAMPANARIO/MG,3110806,OK
Pio XII,MA,PIO XII/MA,2108702,OK
Santa Cruz de Salinas,MG,SANTA CRUZ DE SALINAS/MG,3157377,OK
Ponto Novo,BA,PONTO NOVO/BA,2925253,OK
Wanderley,BA,WANDERLEY/BA,2933455,OK
Escada,PE,ESCADA/PE,2605202,OK
Caraúbas,RN,CARAUBAS/RN,2402303,OK
Alto Alegre do Maranhão,MA,ALTO ALEGRE DO MARANHAO/MA,2100436,OK
Araci,BA,ARACI/BA,2902104,OK
Caém,BA,CAEM/BA,2905107,OK
Gonçalves Dias,MA,GONCALVES DIAS/MA,2104404,OK
Cacimbinhas,AL,CACIMBINHAS/AL,2701209,OK
Pendências,RN,PENDENCIAS/RN,2409902,OK
Riachuelo,SE,RIACHUELO/SE,2805901,OK
Mansidão,BA,MANSIDAO/BA,2920452,OK
Candeal,BA,CANDEAL/BA,2906402,OK
Montividiu do Norte,GO,MONTIVIDIU DO NORTE/GO,5213772,OK
Costa Marques,RO,COSTA MARQUES/RO,1100080,OK
Salitre,CE,SALITRE/CE,2311959,OK
Poté,MG,POTE/MG,3152402,OK
Batalha,PI,BATALHA/PI,2201507,OK
Boa Vista do Gurupi,MA,BOA VISTA DO GURUPI/MA,2101970,OK
Ninheira,MG,NINHEIRA/MG,3144656,OK
Ibirapuã,BA,IBIRAPUA/BA,2912806,OK
Santana do Manhuaçu,MG,SANTANA DO MANHUACU/MG,3158904,OK
Serra do Mel,RN,SERRA DO MEL/RN,2413359,OK
Antônio Martins,RN,ANTONIO MARTINS/RN,2400901,OK
São Miguel do Guamá,PA,SAO MIGUEL DO GUAMA/PA,1507607,OK
Tonantins,AM,TONANTINS/AM,1304237,OK
São Tomé,RN,SAO TOME/RN,2412906,OK
Itatira,CE,ITATIRA/CE,2306603,OK
Presidente Figueiredo,AM,PRESIDENTE FIGUEIREDO/AM,1303536,OK
Dois Irmãos do Buriti,MS,DOIS IRMAOS DO BURITI/MS,5003488,OK
Formigueiro,RS,FORMIGUEIRO/RS,4308409,OK
Carapebus,RJ,CARAPEBUS/RJ,3300936,OK
Anajatuba,MA,ANAJATUBA/MA,2100709,OK
Biritinga,BA,BIRITINGA/BA,2903607,OK
Senador Guiomard,AC,SENADOR GUIOMARD/AC,1200450,OK
Vereda,BA,VEREDA/BA,2933257,OK
Caaporã,PB,CAAPORA/PB,2503001,OK
Traipu,AL,TRAIPU/AL,2709202,OK
Estrela de Alagoas,AL,ESTRELA DE ALAGOAS/AL,2702553,OK
Gilbués,PI,GILBUES/PI,2204402,OK
Serra Nova Dourada,MT,SERRA NOVA DOURADA/MT,5107883,OK
Brejo,MA,BREJO/MA,2102101,OK
Jerumenha,PI,JERUMENHA/PI,2205300,OK
Governador Jorge Teixeira,RO,GOVERNADOR JORGE TEIXEIRA/RO,1101005,OK
Governador Mangabeira,BA,GOVERNADOR MANGABEIRA/BA,2911600,OK
Buritis,RO,BURITIS/RO,1100452,OK
Itacaré,BA,ITACARE/BA,2914901,OK
Guamaré,RN,GUAMARE/RN,2404507,OK
Peixoto de Azevedo,MT,PEIXOTO DE AZEVEDO/MT,5106422,OK
São João do Carú,MA,SAO JOAO DO CARU/MA,2111029,OK
Cerro Grande do Sul,RS,CERRO GRANDE DO SUL/RS,4305173,OK
Mascote,BA,MASCOTE/BA,2920908,OK
Teixeirópolis,RO,TEIXEIROPOLIS/RO,1101559,OK
Periquito,MG,PERIQUITO/MG,3149952,OK
Barra do Ouro,TO,BARRA DO OURO/TO,1703073,OK
Laranjal do Jari,AP,LARANJAL DO JARI/AP,1600279,OK
Novo Mundo,MT,NOVO MUNDO/MT,5106265,OK
Malhada,BA,MALHADA/BA,2920205,OK
Caraíbas,BA,CARAIBAS/BA,2906899,OK
Teresina de Goiás,GO,TERESINA DE GOIAS/GO,5221080,OK
Calumbi,PE,CALUMBI/PE,2603405,OK
Ponto dos Volantes,MG,PONTO DOS VOLANTES/MG,3152170,OK
Barrolândia,TO,BARROLANDIA/TO,1703107,OK
Franciscópolis,MG,FRANCISCOPOLIS/MG,3126752,OK
Itaquiraí,MS,ITAQUIRAI/MS,5004601,OK
Alto Longá,PI,ALTO LONGA/PI,2200301,OK
Inácio Martins,PR,INACIO MARTINS/PR,4110201,OK
Exu,PE,EXU/PE,2605301,OK
Araçoiaba,PE,ARACOIABA/PE,2601052,OK
Manaquiri,AM,MANAQUIRI/AM,1302553,OK
Pedro Velho,RN,PEDRO VELHO/RN,2409803,OK
Acrelândia,AC,ACRELANDIA/AC,1200013,OK
Erebango,RS,EREBANGO/RS,4306973,OK
Pequizeiro,TO,PEQUIZEIRO/TO,1716653,OK
Maragogi,AL,MARAGOGI/AL,2704500,OK
Mundo Novo,BA,MUNDO NOVO/BA,2922102,OK
Bonito,PA,BONITO/PA,1501600,OK
Pirapemas,MA,PIRAPEMAS/MA,2108801,OK
Cônego Marinho,MG,CONEGO MARINHO/MG,3117836,OK
Marcelândia,MT,MARCELANDIA/MT,5105580,OK
Ubaí,MG,UBAI/MG,3170008,OK
Formoso,MG,FORMOSO/MG,3126208,OK
Iuiu,BA,IUIU/BA,2917334,OK
Sítio do Mato,BA,SITIO DO MATO/BA,2930758,OK
Ibicuí,BA,IBICUI/BA,2912301,OK
Nova Brasilândia,MT,NOVA BRASILANDIA/MT,5106208,OK
Uauá,BA,UAUA/BA,2932002,OK
Bacabal,MA,BACABAL/MA,2101202,OK
Malacacheta,MG,MALACACHETA/MG,3139201,OK
Baião,PA,BAIAO/PA,1501204,OK
Várzea da Roça,BA,VARZEA DA ROCA/BA,2933059,OK
Gongogi,BA,GONGOGI/BA,2911501,OK
Santo Antônio dos Lopes,MA,SANTO ANTONIO DOS LOPES/MA,2110302,OK
Conceição do Araguaia,PA,CONCEICAO DO ARAGUAIA/PA,1502707,OK
Natuba,PB,NATUBA/PB,2509909,OK
Nova Bandeirantes,MT,NOVA BANDEIRANTES/MT,5106158,OK
Itatim,BA,ITATIM/BA,2916856,OK
Esperantina,TO,ESPERANTINA/TO,1707405,OK
Assunção do Piauí,PI,ASSUNCAO DO PIAUI/PI,2201051,OK
Iaçu,BA,IACU/BA,2911907,OK
Camacan,BA,CAMACAN/BA,2905602,OK
Avelino Lopes,PI,AVELINO LOPES/PI,2201101,OK
Dormentes,PE,DORMENTES/PE,2605152,OK
Canindé de São Francisco,SE,CANINDE DE SAO FRANCISCO/SE,2801207,OK
Senhora do Porto,MG,SENHORA DO PORTO/MG,3166105,OK
Santa Luzia do Itanhy,SE,SANTA LUZIA DO ITANHY/SE,2806305,OK
Milhã,CE,MILHA/CE,2308351,OK
Santa Helena de Minas,MG,SANTA HELENA DE MINAS/MG,3157658,OK
Nhamundá,AM,NHAMUNDA/AM,1303007,OK
Porto do Mangue,RN,PORTO DO MANGUE/RN,2410256,OK
São José dos Ramos,PB,SAO JOSE DOS RAMOS/PB,2514453,OK
Bujaru,PA,BUJARU/PA,1501907,OK
Gameleira,PE,GAMELEIRA/PE,2605905,OK
Chorrochó,BA,CHORROCHO/BA,2907707,OK
Formosa do Rio Preto,BA,FORMOSA DO RIO PRETO/BA,2911105,OK
Porto Esperidião,MT,PORTO ESPERIDIAO/MT,5106828,OK
Mojuí dos Campos,PA,MOJUI DOS CAMPOS/PA,1504752,OK
Canavieiras,BA,CANAVIEIRAS/BA,2906303,OK
Brejo de Areia,MA,BREJO DE AREIA/MA,2102150,OK
Alta Floresta D'Oeste,RO,ALTA FLORESTA D OESTE/RO,1100015,OK
Baianópolis,BA,BAIANOPOLIS/BA,2902500,OK
Apiacás,MT,APIACAS/MT,5100805,OK
Parnarama,MA,PARNARAMA/MA,2107803,OK
Santo Amaro,BA,SANTO AMARO/BA,2928604,OK
Isaías Coelho,PI,ISAIAS COELHO/PI,2204907,OK
Pedras de Fogo,PB,PEDRAS DE FOGO/PB,2511202,OK
Cametá,PA,CAMETA/PA,1502103,OK
Bela Vista do Maranhão,MA,BELA VISTA DO MARANHAO/MA,2101772,OK
Presidente Jânio Quadros,BA,PRESIDENTE JANIO QUADROS/BA,2925709,OK
Rondolândia,MT,RONDOLANDIA/MT,5107578,OK
Poção de Pedras,MA,POCAO DE PEDRAS/MA,2108900,OK
Ielmo Marinho,RN,IELMO MARINHO/RN,2404606,OK
Coronel Bicaco,RS,CORONEL BICACO/RS,4305900,OK
Feliz Deserto,AL,FELIZ DESERTO/AL,2702702,OK
Tutóia,MA,TUTOIA/MA,2112506,OK
Garrafão do Norte,PA,GARRAFAO DO NORTE/PA,1503077,OK
Jaborandi,BA,JABORANDI/BA,2917359,OK
Almas,TO,ALMAS/TO,1700400,OK
Ulianópolis,PA,ULIANOPOLIS/PA,1508126,OK
Nova União,RO,NOVA UNIAO/RO,1101435,OK
Abaetetuba,PA,ABAETETUBA/PA,1500107,OK
Maracanã,PA,MARACANA/PA,1504307,OK
Nossa Senhora dos Remédios,PI,NOSSA SENHORA DOS REMEDIOS/PI,2206803,OK
Caldeirão Grande,BA,CALDEIRAO GRANDE/BA,2905503,OK
Ubaitaba,BA,UBAITABA/BA,2932200,OK
Gurupá,PA,GURUPA/PA,1503101,OK
Timbiras,MA,TIMBIRAS/MA,2112100,OK
Icaraí de Minas,MG,ICARAI DE MINAS/MG,3130051,OK
Miraíma,CE,MIRAIMA/CE,2308377,OK
São José da Vitória,BA,SAO JOSE DA VITORIA/BA,2929354,OK
Flexeiras,AL,FLEXEIRAS/AL,2702801,OK
Curral Novo do Piauí,PI,CURRAL NOVO DO PIAUI/PI,2203271,OK
Nova Olinda,TO,NOVA OLINDA/TO,1714880,OK
Aracatu,BA,ARACATU/BA,2902005,OK
Bacabeira,MA,BACABEIRA/MA,2101251,OK
Oriximiná,PA,ORIXIMINA/PA,1505304,OK
Jaguaretama,CE,JAGUARETAMA/CE,2306702,OK
Antônio Dias,MG,ANTONIO DIAS/MG,3103009,OK
Itaipé,MG,ITAIPE/MG,3132305,OK
Santa Cecília,PB,SANTA CECILIA/PB,2513158,OK
Barreirinha,AM,BARREIRINHA/AM,1300508,OK
Palmeiras,BA,PALMEIRAS/BA,2923506,OK
Candeias do Jamari,RO,CANDEIAS DO JAMARI/RO,1100809,OK
Santa Luzia do Paruá,MA,SANTA LUZIA DO PARUA/MA,2110039,OK
São José do Xingu,MT,SAO JOSE DO XINGU/MT,5107354,OK
Colinas,MA,COLINAS/MA,2103505,OK
Baía da Traição,PB,BAIA DA TRAICAO/PB,2501401,OK
Fortuna,MA,FORTUNA/MA,2104206,OK
Pedra,PE,PEDRA/PE,2610806,OK
Careiro,AM,CAREIRO/AM,1301100,OK
Itaju do Colônia,BA,ITAJU DO COLONIA/BA,2915403,OK
Sena Madureira,AC,SENA MADUREIRA/AC,1200500,OK
Babaçulândia,TO,BABACULANDIA/TO,1703008,OK
Araioses,MA,ARAIOSES/MA,2100907,OK
Queimada Nova,PI,QUEIMADA NOVA/PI,2208650,OK
Bonópolis,GO,BONOPOLIS/GO,5203575,OK
Alto Paraguai,MT,ALTO PARAGUAI/MT,5100508,OK
Casa Nova,BA,CASA NOVA/BA,2907202,OK
Conceição do Almeida,BA,CONCEICAO DO ALMEIDA/BA,2908309,OK
Xapuri,AC,XAPURI/AC,1200708,OK
Santa Rita do Tocantins,TO,SANTA RITA DO TOCANTINS/TO,1718899,OK
São José do Jacuri,MG,SAO JOSE DO JACURI/MG,3163508,OK
Sambaíba,MA,SAMBAIBA/MA,2109700,OK
Jiquiriçá,BA,JIQUIRICA/BA,2918209,OK
Palmeirais,PI,PALMEIRAIS/PI,2207504,OK
Cacimbas,PB,CACIMBAS/PB,2503555,OK
Conde,BA,CONDE/BA,2908606,OK
São Mateus do Maranhão,MA,SAO MATEUS DO MARANHAO/MA,2111508,OK
São José do Cerrito,SC,SAO JOSE DO CERRITO/SC,4216800,OK
Maraial,PE,MARAIAL/PE,2609204,OK
Brasnorte,MT,BRASNORTE/MT,5101902,OK
Governador Luiz Rocha,MA,GOVERNADOR LUIZ ROCHA/MA,2104628,OK
Mucuri,BA,MUCURI/BA,2922003,OK
Milagres do Maranhão,MA,MILAGRES DO MARANHAO/MA,2106672,OK
Couto Magalhães,TO,COUTO MAGALHAES/TO,1706001,OK
Porto Alegre do Tocantins,TO,PORTO ALEGRE DO TOCANTINS/TO,1718006,OK
Taquarana,AL,TAQUARANA/AL,2709103,OK
Sucupira do Riachão,MA,SUCUPIRA DO RIACHAO/MA,2111953,OK
Caiçara do Rio do Vento,RN,CAICARA DO RIO DO VENTO/RN,2401909,OK
Dirceu Arcoverde,PI,DIRCEU ARCOVERDE/PI,2203354,OK
Ipecaetá,BA,IPECAETA/BA,2913804,OK
Vale do Paraíso,RO,VALE DO PARAISO/RO,1101807,OK
Nova Colinas,MA,NOVA COLINAS/MA,2107258,OK
Antônio Cardoso,BA,ANTONIO CARDOSO/BA,2901700,OK
Bequimão,MA,BEQUIMAO/MA,2101905,OK
Tenente Portela,RS,TENENTE PORTELA/RS,4321402,OK
Brasiléia,AC,BRASILEIA/AC,1200104,OK
Caracol,PI,CARACOL/PI,2202505,OK
Colinas do Sul,GO,COLINAS DO SUL/GO,5205521,OK
Paulino Neves,MA,PAULINO NEVES/MA,2108058,OK
Brejolândia,BA,BREJOLANDIA/BA,2904407,OK
Esplanada,BA,ESPLANADA/BA,2910602,OK
Castanheira,MT,CASTANHEIRA/MT,5102850,OK
Ourém,PA,OUREM/PA,1505403,OK
Cotegipe,BA,COTEGIPE/BA,2909406,OK
Afrânio,PE,AFRANIO/PE,2600203,OK
Itapecuru Mirim,MA,ITAPECURU MIRIM/MA,2105401,OK
Betânia do Piauí,PI,BETANIA DO PIAUI/PI,2201739,OK
Xinguara,PA,XINGUARA/PA,1508407,OK
Mateiros,TO,MATEIROS/TO,1712702,OK
Vitória do Xingu,PA,VITORIA DO XINGU/PA,1508357,OK
Santo Antônio de Leverger,MT,SANTO ANTONIO DE LEVERGER/MT,5107800,OK
Olho d'Água das Cunhãs,MA,OLHO D AGUA DAS CUNHAS/MA,2107407,OK
Urbano Santos,MA,URBANO SANTOS/MA,2112605,OK
Barra de Santana,PB,BARRA DE SANTANA/PB,2501575,OK
Abaré,BA,ABARE/BA,2900207,OK
Bom Jardim,MA,BOM JARDIM/MA,2102002,OK
São João do Jaguaribe,CE,SAO JOAO DO JAGUARIBE/CE,2312502,OK
Barra do Corda,MA,BARRA DO CORDA/MA,2101608,OK
Sucupira do Norte,MA,SUCUPIRA DO NORTE/MA,2111904,OK
Jardim de Angicos,RN,JARDIM DE ANGICOS/RN,2405504,OK
Amambai,MS,AMAMBAI/MS,5000609,OK
Arraias,TO,ARRAIAS/TO,1702406,OK
Mulungu,PB,MULUNGU/PB,2509800,OK
Boca do Acre,AM,BOCA DO ACRE/AM,1300706,OK
Bujari,AC,BUJARI/AC,1200138,OK
Japeri,RJ,JAPERI/RJ,3302270,OK
Carutapera,MA,CARUTAPERA/MA,2102903,OK
Mucugê,BA,MUCUGE/BA,2921906,OK
Lençóis,BA,LENCOIS/BA,2919306,OK
Alto Santo,CE,ALTO SANTO/CE,2300705,OK
Darcinópolis,TO,DARCINOPOLIS/TO,1706506,OK
Benedito Leite,MA,BENEDITO LEITE/MA,2101806,OK
Riacho Frio,PI,RIACHO FRIO/PI,2208858,OK
Arataca,BA,ARATACA/BA,2902252,OK
Tamarana,PR,TAMARANA/PR,4126678,OK
São Caetano de Odivelas,PA,SAO CAETANO DE ODIVELAS/PA,1507102,OK
Pintópolis,MG,PINTOPOLIS/MG,3150570,OK
Afonso Cunha,MA,AFONSO CUNHA/MA,2100105,OK
São Geraldo do Araguaia,PA,SAO GERALDO DO ARAGUAIA/PA,1507458,OK
Pedra Branca do Amapari,AP,PEDRA BRANCA DO AMAPARI/AP,1600154,OK
Silvanópolis,TO,SILVANOPOLIS/TO,1720655,OK
Igreja Nova,AL,IGREJA NOVA/AL,2703205,OK
Novo Aripuanã,AM,NOVO ARIPUANA/AM,1303304,OK
Buritirama,BA,BURITIRAMA/BA,2904753,OK
Acajutiba,BA,ACAJUTIBA/BA,2900306,OK
Santa Brígida,BA,SANTA BRIGIDA/BA,2927606,OK
Girau do Ponciano,AL,GIRAU DO PONCIANO/AL,2702900,OK
Riachão das Neves,BA,RIACHAO DAS NEVES/BA,2926202,OK
Icatu,MA,ICATU/MA,2105104,OK
Planalto da Serra,MT,PLANALTO DA SERRA/MT,5106455,OK
São Miguel das Matas,BA,SAO MIGUEL DAS MATAS/BA,2929404,OK
Baixa Grande do Ribeiro,PI,BAIXA GRANDE DO RIBEIRO/PI,2201150,OK
Monte do Carmo,TO,MONTE DO CARMO/TO,1713601,OK
Piaçabuçu,AL,PIACABUCU/AL,2706802,OK
Aroeiras,PB,AROEIRAS/PB,2501302,OK
Corrente,PI,CORRENTE/PI,2202901,OK
Iguaí,BA,IGUAI/BA,2913507,OK
Quatipuru,PA,QUATIPURU/PA,1506112,OK
Bonfim do Piauí,PI,BONFIM DO PIAUI/PI,2201929,OK
Governador Nunes Freire,MA,GOVERNADOR NUNES FREIRE/MA,2104677,OK
Campo Novo de Rondônia,RO,CAMPO NOVO DE RONDONIA/RO,1100700,OK
Ituaçu,BA,ITUACU/BA,2917201,OK
Teodoro Sampaio,BA,TEODORO SAMPAIO/BA,2931400,OK
Caetanos,BA,CAETANOS/BA,2905156,OK
Rio dos Índios,RS,RIO DOS INDIOS/RS,4315552,OK
Vitória do Mearim,MA,VITORIA DO MEARIM/MA,2112902,OK
Juripiranga,PB,JURIPIRANGA/PB,2507903,OK
Miguel Calmon,BA,MIGUEL CALMON/BA,2921203,OK
Coração de Maria,BA,CORACAO DE MARIA/BA,2908903,OK
Divinópolis do Tocantins,TO,DIVINOPOLIS DO TOCANTINS/TO,1707108,OK
Itaeté,BA,ITAETE/BA,2915007,OK
Nova Floresta,PB,NOVA FLORESTA/PB,2510105,OK
Entre Rios,BA,ENTRE RIOS/BA,2910503,OK
Porto de Pedras,AL,PORTO DE PEDRAS/AL,2707404,OK
Brasil Novo,PA,BRASIL NOVO/PA,1501725,OK
Cabaceiras do Paraguaçu,BA,CABACEIRAS DO PARAGUACU/BA,2904852,OK
Serrano do Maranhão,MA,SERRANO DO MARANHAO/MA,2111789,OK
Porto Alegre do Norte,MT,PORTO ALEGRE DO NORTE/MT,5106778,OK
Cantanhede,MA,CANTANHEDE/MA,2102705,OK
Condeúba,BA,CONDEUBA/BA,2908705,OK
Grajaú,MA,GRAJAU/MA,2104800,OK
Nossa Senhora do Livramento,MT,NOSSA SENHORA DO LIVRAMENTO/MT,5106109,OK
Serra Azul de Minas,MG,SERRA AZUL DE MINAS/MG,3166501,OK
Santa Luzia,MA,SANTA LUZIA/MA,2110005,OK
Monte Santo,BA,MONTE SANTO/BA,2921500,OK
Belo Monte,AL,BELO MONTE/AL,2700904,OK
Jaguaripe,BA,JAGUARIPE/BA,2917805,OK
Pitimbu,PB,PITIMBU/PB,2511905,OK
Dom Inocêncio,PI,DOM INOCENCIO/PI,2203453,OK
Baliza,GO,BALIZA/GO,5203104,OK
São João do Tigre,PB,SAO JOAO DO TIGRE/PB,2514107,OK
Laguna Carapã,MS,LAGUNA CARAPA/MS,5005251,OK
Goianorte,TO,GOIANORTE/TO,1708304,OK
Senador La Rocque,MA,SENADOR LA ROCQUE/MA,2111763,OK
Pé de Serra,BA,PE DE SERRA/BA,2924058,OK
Nordestina,BA,NORDESTINA/BA,2922656,OK
São Francisco de Assis do Piauí,PI,SAO FRANCISCO DE ASSIS DO PIAUI/PI,2209658,OK
Itabela,BA,ITABELA/BA,2914653,OK
União do Sul,MT,UNIAO DO SUL/MT,5108303,OK
Santa Maria do Cambucá,PE,SANTA MARIA DO CAMBUCA/PE,2612703,OK
Lago da Pedra,MA,LAGO DA PEDRA/MA,2105708,OK
Barro Preto,BA,BARRO PRETO/BA,2903300,OK
Bonito de Minas,MG,BONITO DE MINAS/MG,3108255,OK
Fartura do Piauí,PI,FARTURA DO PIAUI/PI,2203750,OK
Lábrea,AM,LABREA/AM,1302405,OK
Piraí do Norte,BA,PIRAI DO NORTE/BA,2924678,OK
Mirangaba,BA,MIRANGABA/BA,2921401,OK
Itapicuru,BA,ITAPICURU/BA,2916500,OK
Santa Cruz Cabrália,BA,SANTA CRUZ CABRALIA/BA,2927705,OK
Chapada de Areia,TO,CHAPADA DE AREIA/TO,1704600,OK
Rio Bonito do Iguaçu,PR,RIO BONITO DO IGUACU/PR,4122156,OK
Governador Eugênio Barros,MA,GOVERNADOR EUGENIO BARROS/MA,2104602,OK
Vigia,PA,VIGIA/PA,1508209,OK
Afuá,PA,AFUA/PA,1500305,OK
Acauã,PI,ACAUA/PI,2200053,OK
Pedro Avelino,RN,PEDRO AVELINO/RN,2409704,OK
Marcionílio Souza,BA,MARCIONILIO SOUZA/BA,2920809,OK
Theobroma,RO,THEOBROMA/RO,1101609,OK
Capixaba,AC,CAPIXABA/AC,1200179,OK
Matões,MA,MATOES/MA,2106607,OK
Porto Walter,AC,PORTO WALTER/AC,1200393,OK
Central do Maranhão,MA,CENTRAL DO MARANHAO/MA,2103125,OK
Capanema,PA,CAPANEMA/PA,1502202,OK
Juruena,MT,JURUENA/MT,5105176,OK
Setubinha,MG,SETUBINHA/MG,3165552,OK
Nova Ipixuna,PA,NOVA IPIXUNA/PA,1504976,OK
Brejo Grande,SE,BREJO GRANDE/SE,2800704,OK
São José de Mipibu,RN,SAO JOSE DE MIPIBU/RN,2412203,OK
Tefé,AM,TEFE/AM,1304203,OK
Tacima,PB,TACIMA/PB,2516409,OK
Laranjal,PR,LARANJAL/PR,4113254,OK
Rosário Oeste,MT,ROSARIO OESTE/MT,5107701,OK
Pedro do Rosário,MA,PEDRO DO ROSARIO/MA,2108256,OK
Taguatinga,TO,TAGUATINGA/TO,1720903,OK
Santa Cruz,PE,SANTA CRUZ/PE,2612455,OK
São Bento do Tocantins,TO,SAO BENTO DO TOCANTINS/TO,1720101,OK
Itiúba,BA,ITIUBA/BA,2917003,OK
Nova Rosalândia,TO,NOVA ROSALANDIA/TO,1715002,OK
Buíque,PE,BUIQUE/PE,2602803,OK
Alto Paraíso,RO,ALTO PARAISO/RO,1100403,OK
Currais,PI,CURRAIS/PI,2203230,OK
Guajará,AM,GUAJARA/AM,1301654,OK
Luís Correia,PI,LUIS CORREIA/PI,2205706,OK
Inhapi,AL,INHAPI/AL,2703304,OK
Sebastião Barros,PI,SEBASTIAO BARROS/PI,2210623,OK
Oliveira dos Brejinhos,BA,OLIVEIRA DOS BREJINHOS/BA,2923209,OK
São Benedito do Rio Preto,MA,SAO BENEDITO DO RIO PRETO/MA,2110401,OK
Peri Mirim,MA,PERI MIRIM/MA,2108405,OK
Rio Preto da Eva,AM,RIO PRETO DA EVA/AM,1303569,OK
Caroebe,RR,CAROEBE/RR,1400233,OK
Bom Jesus das Selvas,MA,BOM JESUS DAS SELVAS/MA,2102036,OK
Formosa da Serra Negra,MA,FORMOSA DA SERRA NEGRA/MA,2104099,OK
Igarapé Grande,MA,IGARAPE GRANDE/MA,2105203,OK
Marapanim,PA,MARAPANIM/PA,1504406,OK
Itacajá,TO,ITACAJA/TO,1710508,OK
Santa Cruz de Goiás,GO,SANTA CRUZ DE GOIAS/GO,5219209,OK
Fortaleza dos Nogueiras,MA,FORTALEZA DOS NOGUEIRAS/MA,2104107,OK
Bodocó,PE,BODOCO/PE,2602001,OK
Encruzilhada,BA,ENCRUZILHADA/BA,2910404,OK
Santa Filomena,PE,SANTA FILOMENA/PE,2612554,OK
Feira Nova do Maranhão,MA,FEIRA NOVA DO MARANHAO/MA,2104073,OK
Rurópolis,PA,RUROPOLIS/PA,1506195,OK
Dom Feliciano,RS,DOM FELICIANO/RS,4306502,OK
Manicoré,AM,MANICORE/AM,1302702,OK
Redentora,RS,REDENTORA/RS,4315404,OK
Boquira,BA,BOQUIRA/BA,2904100,OK
Machadinho D'Oeste,RO,MACHADINHO D OESTE/RO,1100130,OK
